Seg,mV
0.05231786,0.01351949340047303
0.05236316,0.013626306553749905
0.0663271,0.013595788509956512
0.06640887,0.013672083619439994
0.06645966,0.013748378728923476
0.08628201,0.013748378728923476
0.0863061,0.01385519188220035
0.08632636,0.013870450904097047
0.0863471,0.013916227969787138
0.08636689,0.011551079575799192
0.08936906,0.010696574349584192
0.08943415,0.013534752422369727
0.09537601,0.014404516670481423
0.09544373,0.011490043488212406
0.09549236,0.010711833371480888
0.10337496,0.01356527046616312
0.11537218,0.014373998626688029
0.11543775,0.011566338597695888
0.12936378,0.010757610437170977
0.12944365,0.013611047531853208
0.12949228,0.014450293736171512
0.13840055,0.011596856641489281
0.13846469,0.010757610437170977
0.13851237,0.01351949340047303
0.13855934,0.014465552758068208
0.13860226,0.011566338597695888
0.15433383,0.010711833371480888
0.15436077,0.013672083619439994
0.16957998,0.014450293736171512
0.1696794,0.011566338597695888
0.16974735,0.01078812848096437
0.17896008,0.013626306553749905
0.19262433,0.014496070801861601
0.19271421,0.011673151750972763
0.19278049,0.010803387502861066
0.20543408,0.013672083619439994
0.20546532,0.014496070801861601
0.20549393,0.011657892729076066
0.20552182,0.010818646524757763
0.23356867,0.01368734264133669
0.23366737,0.014297703517204547
0.23373437,0.011398489356832226
0.23379493,0.010742351415274281
0.23385501,0.013504234378576334
0.23603678,0.014435034714274816
0.23609614,0.011657892729076066
0.23613691,0.010772869459067674
0.23617482,0.01368734264133669
0.24961162,0.014480811779964905
0.24969888,0.011596856641489281
0.24976492,0.010772869459067674
0.27536154,0.013702601663233387
0.27538562,0.014480811779964905
0.27861238,0.011596856641489281
0.27869892,0.010803387502861066
0.27876401,0.013626306553749905
0.27882338,0.014450293736171512
0.27888107,0.01168841077286946
0.28861117,0.010772869459067674
0.28869867,0.013641565575646601
0.29957485,0.014465552758068208
0.29967356,0.011627374685282674
0.29974413,0.010772869459067674
0.30863094,0.013672083619439994
0.32382393,0.014480811779964905
0.32389569,0.011627374685282674
0.32877588,0.010864423590447852
0.32886577,0.013641565575646601
0.32893109,0.014450293736171512
0.33437586,0.01164263370717937
0.33441067,0.010772869459067674
0.34361219,0.013641565575646601
0.34370255,0.014496070801861601
0.34376836,0.011596856641489281
0.36036515,0.010803387502861066
0.36038709,0.013672083619439994
0.36236119,0.014465552758068208
0.36239243,0.011627374685282674
0.36241317,0.010864423590447852
0.37561345,0.013611047531853208
0.38964248,0.01441977569237812
0.38972521,0.01164263370717937
0.39143848,0.01078812848096437
0.39152408,0.013641565575646601
0.39155626,0.014496070801861601
0.401793,0.011657892729076066
0.40191388,0.010818646524757763
0.41465831,0.013626306553749905
0.41480088,0.014450293736171512
0.41487074,0.011673151750972763
0.4149313,0.010803387502861066
0.41499114,0.013626306553749905
0.43956518,0.014480811779964905
0.43967652,0.011673151750972763
0.43971109,0.010803387502861066
0.44339895,0.013672083619439994
0.45490432,0.014496070801861601
0.45502853,0.011673151750972763
0.45875907,0.010757610437170977
0.45888615,0.013580529488059816
0.45895267,0.014465552758068208
0.47138166,0.011596856641489281
0.4714148,0.010757610437170977
0.47776151,0.013534752422369727
0.47788763,0.014450293736171512
0.47795582,0.01164263370717937
0.50088811,0.010742351415274281
0.50101447,0.013611047531853208
0.51160383,0.014435034714274816
0.51169872,0.011657892729076066
0.51173949,0.010742351415274281
0.51177645,0.013595788509956512
0.53337598,0.01441977569237812
0.53345251,0.011627374685282674
0.53350067,0.010727092393377585
0.53355122,0.01356527046616312
0.53359318,0.01441977569237812
0.55128121,0.011627374685282674
0.55130482,0.010696574349584192
0.55132627,0.013595788509956512
0.55134583,0.014480811779964905
0.55136538,0.01168841077286946
0.55138493,0.010803387502861066
0.55140424,0.013550011444266423
0.57430959,0.014450293736171512
0.57436824,0.01168841077286946
0.5744009,0.010742351415274281
0.57443213,0.013611047531853208
0.58339071,0.014450293736171512
0.58347654,0.011734187838559548
0.59029937,0.010742351415274281
0.59035444,0.01356527046616312
0.59038424,0.014465552758068208
0.59932542,0.011673151750972763
0.59937453,0.010772869459067674
0.61234522,0.013611047531853208
0.61242151,0.014450293736171512
0.61245918,0.011734187838559548
0.62533259,0.010864423590447852
0.62538314,0.013626306553749905
0.6393404,0.014526588845654994
0.6394279,0.01168841077286946
0.63947845,0.01078812848096437
0.6395247,0.013580529488059816
0.63956833,0.014496070801861601
0.6396122,0.01168841077286946
0.65437078,0.010757610437170977
0.65445852,0.013580529488059816
0.65451002,0.014465552758068208
0.6684525,0.01168841077286946
0.66848636,0.010803387502861066
0.68231297,0.013580529488059816
0.68237376,0.014526588845654994
0.68241215,0.011718928816662852
0.69629025,0.010757610437170977
0.69632053,0.013611047531853208
0.70330524,0.014496070801861601
0.70335722,0.011703669794766156
0.70339346,0.010803387502861066
0.70342851,0.013626306553749905
0.71530533,0.014480811779964905
0.7153523,0.011703669794766156
0.7222929,0.010833905546654459
0.72235632,0.01356527046616312
0.72240043,0.014496070801861601
0.74531507,0.011718928816662852
0.74537063,0.010666056305790799
0.74726963,0.013550011444266423
0.7473104,0.014465552758068208
0.74734473,0.01168841077286946
0.76032615,0.010772869459067674
0.76039052,0.01351949340047303
0.76327515,0.014465552758068208
0.76331878,0.011673151750972763
0.76335335,0.010757610437170977
0.7682991,0.013550011444266423
0.78230691,0.014465552758068208
0.78236771,0.011718928816662852
0.79028463,0.010757610437170977
0.79033971,0.013611047531853208
0.79037666,0.014496070801861601
0.80434179,0.01168841077286946
0.80439305,0.010772869459067674
0.82829452,0.013550011444266423
0.8283422,0.014496070801861601
0.82837415,0.011749446860456245
0.83731127,0.010742351415274281
0.83736134,0.013488975356679637
0.85031819,0.014435034714274816
0.85037231,0.011749446860456245
0.85041213,0.010650797283894103
0.85046721,0.013504234378576334
0.85051847,0.014465552758068208
0.85056949,0.01164263370717937
0.85831809,0.010772869459067674
0.8583746,0.013611047531853208
0.85841203,0.014480811779964905
0.8802731,0.011764705882352941
0.88029766,0.010818646524757763
0.88225579,0.013595788509956512
0.88228011,0.014526588845654994
0.88230062,0.011612115663385977
0.89630461,0.01062027924010071
0.89635468,0.013443198290989548
0.89639115,0.01441977569237812
0.89642525,0.011673151750972763
0.89645982,0.010757610437170977
0.90431166,0.013580529488059816
0.91329885,0.014450293736171512
0.91334629,0.011749446860456245
0.94633818,0.01078812848096437
0.94638896,0.013550011444266423
0.94642663,0.014511329823758298
0.94646168,0.011749446860456245
0.94649553,0.010681315327687495
0.94931149,0.013504234378576334
0.94937015,0.014450293736171512
0.94940877,0.011734187838559548
0.95834041,0.010757610437170977
0.95841241,0.01356527046616312
0.96528053,0.014465552758068208
0.96533418,0.011734187838559548
0.96537089,0.010772869459067674
0.96732473,0.013488975356679637
0.98132205,0.014465552758068208
0.9813869,0.011779964904249637
1.00529861,0.010742351415274281
1.00537229,0.013504234378576334
1.00542212,0.014480811779964905
1.00546646,0.011673151750972763
1.0055089,0.01078812848096437
1.00835395,0.013504234378576334
1.00842762,0.014404516670481423
1.00847459,0.01168841077286946
1.02033758,0.010742351415274281
1.02040219,0.013473716334782941
1.03730989,0.014450293736171512
1.03738284,0.011764705882352941
1.03743267,0.010727092393377585
1.06032562,0.013550011444266423
1.06934762,0.014465552758068208
1.06941271,0.011703669794766156
1.06946039,0.010772869459067674
1.06950355,0.013534752422369727
1.06954527,0.014450293736171512
1.06958699,0.011764705882352941
1.06963015,0.010742351415274281
1.09232712,0.013550011444266423
1.09238338,0.014465552758068208
1.09242368,0.011718928816662852
1.1003058,0.010772869459067674
1.10034347,0.01351949340047303
1.10037494,0.014496070801861601
1.10040474,0.011795223926146334
1.10043383,0.010803387502861066
1.11227965,0.01351949340047303
1.1123054,0.014511329823758298
1.11232615,0.011779964904249637
1.11234665,0.010696574349584192
1.12832284,0.01351949340047303
1.12837887,0.014480811779964905
1.14130378,0.011749446860456245
1.14136434,0.010681315327687495
1.14140821,0.013473716334782941
1.14934444,0.014465552758068208
1.14938951,0.01164263370717937
1.14942718,0.010696574349584192
1.14946222,0.013488975356679637
1.14949775,0.014404516670481423
1.16827321,0.011703669794766156
1.16829967,0.010711833371480888
1.16832113,0.013443198290989548
1.17932081,0.014480811779964905
1.17938328,0.01168841077286946
1.19335628,0.010711833371480888
1.19341445,0.01351949340047303
1.19345307,0.014465552758068208
1.20740581,0.011703669794766156
1.20747161,0.010772869459067674
1.20751762,0.01351949340047303
1.20756173,0.014435034714274816
1.20760441,0.011734187838559548
1.22337174,0.010772869459067674
1.22343683,0.013473716334782941
