Seg,mV
0.05865955,0.02713054093232624
0.058707,0.027191577019913024
0.065768,0.02725261310749981
0.06583881,0.02732890821698329
0.07869458,0.02742046234836347
0.07874489,0.02746623941405356
0.07877064,0.027557793545433737
0.07879496,0.037582970931563285
0.09373212,0.04168764782177462
0.09378242,0.019562066071564813
0.11670113,0.032990005340657665
0.11675739,0.04618905928130007
0.11871457,0.022827496757457846
0.13269281,0.02681010147249561
0.13272476,0.04626535439078355
0.13275075,0.027954528114747846
0.15671659,0.023804074158846417
0.15677428,0.047180895704585335
0.15680695,0.03509575036240177
0.15683746,0.022461280231937133
0.15686631,0.04464789806973373
0.15689516,0.04077210650797284
0.17072511,0.02162203402761883
0.17078042,0.040787365529869536
0.17081451,0.046173800259403375
0.17869592,0.023422598611429007
0.17875028,0.03665217059586481
0.20172739,0.04995803768978409
0.20178175,0.027344167238879988
0.20371842,0.03131151293202106
0.20376372,0.05018692301823453
0.21574569,0.03147936217288472
0.21580076,0.02749675745784695
0.21583343,0.05001907377737087
0.21586418,0.0379339284351873
0.23073292,0.024704356450751506
0.23078156,0.04797436484321355
0.23081374,0.04370183871213855
0.25571942,0.024246585793850615
0.25577021,0.04361028458075837
0.26475811,0.048554207675288015
0.26481986,0.025772487983520255
0.26487088,0.03869687953002213
0.26492095,0.0507362478065156
0.27976775,0.02798504615854124
0.27983546,0.03259327077134356
0.28879952,0.051606012054627295
0.28885818,0.03204394598306248
0.30173922,0.026794842450598915
0.30179381,0.04791332875562677
0.30474949,0.0336919203479057
0.32378674,0.02072175173571374
0.32385659,0.043091477836270695
0.32389998,0.03802548256656748
0.32394028,0.01924162661173419
0.33879089,0.03860532539864195
0.33885956,0.04174868390936141
0.34790492,0.01889066910811017
0.34795523,0.0324254215304799
0.35577369,0.04415960936903945
0.35582089,0.021683070115205615
0.36975932,0.02865644312199588
0.36983156,0.04702830548561837
0.3787632,0.027878233005264364
0.39182305,0.02423132677195392
0.39189768,0.046082246128023197
0.40680146,0.03288319218738079
0.40687442,0.021179522392614634
0.41812205,0.04315251392385748
0.41818237,0.03772030212863355
0.43107891,0.019424734874494545
0.43115258,0.03927672236209659
0.4312067,0.04310673685816739
0.43125677,0.021087968261234456
0.43676615,0.034699015793087665
0.4368372,0.04615854123750668
0.43688393,0.023422598611429007
0.45220709,0.029022659647516595
0.45223808,0.047684443427176315
0.47476959,0.028366521705958648
0.47481823,0.024414435034714275
0.47484827,0.04599069199664302
0.47488523,0.0324254215304799
0.47676086,0.020782787823300525
0.47679591,0.04339665827420462
0.49271178,0.03772030212863355
0.49274039,0.018493934538796063
0.50374866,0.03759822995345998
0.50379038,0.04013122758831159
0.51870847,0.017792019531548027
0.51876593,0.031616693369954985
0.53172398,0.04290836957351034
0.53178191,0.020065613794155796
0.53368831,0.02528419928282597
0.53374052,0.04415960936903945
0.54669881,0.024658579385061417
0.54677868,0.02124055848020142
0.55367279,0.0434882124055848
0.55373359,0.030594338902876324
0.56673694,0.021423666742961776
0.56680417,0.046631570916304266
0.56867671,0.04635690852216373
0.58168125,0.032898451209277486
0.5817306,0.0494544899671931
0.59572291,0.044342717631799804
0.59577775,0.018265049210345618
0.60069346,0.03126573586633097
0.60073543,0.04141298542763409
0.61469841,0.016983291371023116
0.61475325,0.02307164110780499
0.61478448,0.041840238040741586
0.61481524,0.022629129472800793
0.62869263,0.02050812542915999
0.6287508,0.04278629739833677
0.64171052,0.02758831158922713
0.66572714,0.016159304188601512
0.6657927,0.04029907682917525
0.66584039,0.03396658274204623
0.66587901,0.014908064393072405
0.66592383,0.030045014114595255
0.66596937,0.041794460975051496
0.68074012,0.018234531166552225
0.68080282,0.024872205691615166
0.68974519,0.04284733348592355
0.68979907,0.022247653925383384
0.70375347,0.019378957808804456
0.70382166,0.04182497901884489
0.70971751,0.02749675745784695
0.72371387,0.01637293049515526
0.72377205,0.039658197909514
0.72974563,0.03297474631876097
0.72982049,0.014007782101167316
0.72988749,0.029144731822690166
0.72993159,0.04017700465400168
0.74476361,0.01722743572137026
0.74482441,0.024414435034714275
0.75874376,0.042923628595407035
0.75880289,0.022064545662623027
0.76669717,0.01953154802777142
0.76675582,0.041626611734187836
0.78176045,0.027237354085603113
0.78874111,0.0162050812542916
0.78879094,0.03968871595330739
0.79679441,0.03302052338445106
0.79683614,0.014312962539101243
0.8018744,0.02981612878614481
0.80194092,0.04144350347142748
0.81074619,0.01760891126878767
0.81082058,0.02397192339971008
0.83069301,0.04174868390936141
0.83074045,0.020630197604333562
0.83968544,0.018112458991378654
0.83973789,0.04013122758831159
0.83976984,0.02485694666971847
0.84564567,0.013550011444266423
0.84568024,0.0328526741435874
0.85967803,0.035034714274814985
0.85972548,0.011596856641489281
0.86566067,0.021393148699168384
0.86571836,0.04017700465400168
0.87968922,0.019684138246738384
0.87976623,0.01696803234912642
0.89465499,0.039169909208819714
0.8946929,0.02447547112230106
0.90165114,0.013580529488059816
0.90171099,0.032776379034103915
0.90175915,0.03492790112153811
0.90180016,0.012512397955291066
0.9156673,0.022735942626077667
0.91570091,0.04080262455176623
0.92174125,0.019974059662775615
0.93065095,0.018112458991378654
0.93069959,0.04023804074158847
0.95472622,0.025131609063859008
0.95482421,0.014190890363927672
0.95486856,0.03312733653772793
0.9549191,0.03527885862516213
0.95495367,0.013031204699778745
0.96471691,0.023132677195391776
0.96477461,0.04055848020141909
0.97069263,0.02029449912260624
0.97967982,0.019089036392767225
0.97972465,0.040543221179522394
0.99369025,0.02459754329747463
0.99371672,0.014084077210650798
1.01677942,0.03334096284428168
1.01686049,0.0354009308003357
1.02572799,0.012954909590295263
1.02577567,0.02311741817349508
1.02581501,0.041260395208667124
1.02584791,0.020965896086060882
1.05069757,0.01936369878690776
1.05076051,0.04103150988021668
1.05078983,0.025604638742656595
1.05081367,0.015671015487907225
1.05083776,0.03926146334019989
1.07570934,0.03187609674219882
1.07575965,0.013672083619439994
1.07579708,0.02912947280079347
1.07582045,0.03904783703364614
1.09069943,0.015259021896696421
1.0907495,0.022491798275730526
1.09078526,0.03909361409933623
1.09081602,0.018005645838101776
1.10569477,0.01625085831998169
1.10574198,0.03808651865415427
1.10576963,0.02221713588158999
1.1086657,0.012436102845807583
1.10870385,0.03213550011444266
1.12370205,0.03317311360341802
1.12374115,0.010711833371480888
1.13970995,0.02140840772106508
1.1397922,0.038834210727092394
1.15166998,0.018158236057068743
1.1517241,0.018371862363622492
1.15365791,0.04312199588006409
1.1537075,0.0298619058518349
1.16669226,0.02571145189593347
1.16675186,0.05438315403982605
1.16866636,0.042969405661097124
1.18169594,0.018020904859998473
1.18174791,0.03665217059586481
1.19570208,0.03573662928206302
1.19574714,0.011993591210803388
1.20473266,0.0225986114290074
1.20478892,0.039337758449683374
1.21067429,0.017929350728618294
1.21072364,0.018066681925688565
1.22472239,0.04060425726710918
1.22478151,0.024673838406958113
1.22482085,0.014480811779964905
1.23067975,0.034485389486533916
1.23072267,0.03617914091706722
1.23665833,0.014557106889448387
1.2606566,0.02532997634851606
1.26068497,0.04235904478522927
1.26070952,0.021164263370717938
1.26073289,0.0208896009765774
1.26668906,0.04298466468299382
1.26672435,0.027359426260776684
1.28073668,0.018188754100862136
1.28078222,0.041092545967803464
1.28968906,0.03245593957427329
1.2897265,0.015808346684977492
1.31382012,0.03739986266880293
1.31387472,0.037247272449835965
1.31390142,0.01496910048065919
1.31393075,0.025848783093003737
1.31395936,0.042969405661097124
1.32633328,0.021881437399862667
1.32637072,0.021210040436408027
1.33165407,0.04248111696040284
1.33168221,0.026428625925078202
1.34774685,0.01739528496223392
1.34782004,0.04065003433279927
1.35476398,0.03204394598306248
1.36873221,0.01568627450980392
1.3687973,0.03784237430380712
1.36883903,0.03761348897535668
1.38170004,0.015045395590142672
1.3867774,0.026169222552834364
1.39188147,0.04310673685816739
1.39194655,0.021820401312275882
1.39866877,0.02136263065537499
1.3987205,0.04228274967574579
1.40919852,0.025772487983520255
1.40926766,0.016784924086366063
1.43176174,0.03997863736934462
1.43183947,0.030853742275120166
1.43187857,0.014358739604791332
1.43398094,0.031143663691157397
1.43402338,0.03930724040588998
1.43405366,0.014953841458762494
1.44483972,0.018707560845349813
1.44491053,0.040955214770733196
1.45932078,0.024750133516441595
1.45944405,0.01544213015945678
1.46675277,0.03851377126726177
1.4668045,0.02920576791027695
1.49080324,0.012909132524605172
1.49083257,0.02958724345769436
1.50480461,0.03813229571984436
1.50486088,0.014694438086518654
1.51396751,0.019287403677424278
1.51408792,0.04086366063935302
1.51416159,0.024109254596780347
1.52754545,0.015503166247043565
1.52786231,0.03904783703364614
1.53577495,0.02981612878614481
1.53582931,0.013488975356679637
1.54484797,0.03065537499046311
1.54492807,0.039505607690547034
1.5539937,0.016006713969634545
1.55407405,0.024902723735408562
1.56178069,0.04151979858091096
1.56185603,0.019974059662775615
1.57582664,0.019592584115358205
1.5759387,0.04122987716487373
1.57601357,0.024979018844892044
1.58985496,0.016571297779812314
1.58993411,0.039841306172274354
1.58998013,0.03031967650873579
1.59001541,0.014053559166857405
1.59978318,0.031143663691157397
1.59985852,0.040497444113832305
1.61399889,0.0166323338673991
1.61412048,0.026428625925078202
1.62218928,0.04240482185091936
1.62233877,0.02124055848020142
1.64894652,0.022064545662623027
1.64902639,0.04351873044937819
1.64907146,0.02703898680094606
1.64911628,0.019226367589837492
1.64915848,0.042206454566262305
1.65587163,0.03341725795376516
1.65597653,0.01727321278706035
1.66978097,0.03906309605554284
1.66984653,0.03836118104829481
1.67580509,0.017471580071717403
1.67587686,0.03573662928206302
1.6997509,0.04377813382162203
1.69983625,0.01931792172121767
1.69987321,0.02908369573510338
